author,published_at,updated_at,like_count,text
@yudhapratama5911,2024-08-15T03:26:23Z,2024-08-15T03:26:23Z,0,"Applause buat Dedek Uki berani show up dan gue percaya Pandji kalo dia bilang Uki adalah org yg asik diluar sikap politiknya, banyak politisi yg gk kaya gitu. Dan yg terpenting gk pengecut kaya rekan2 PSI nya yg lain."
@AhmadNajibAlmubarok,2024-08-15T03:15:44Z,2024-08-15T03:15:44Z,0,bang bumper promosi jakarta belom diganti ya
@yusimagdalenaa508,2024-08-15T03:06:59Z,2024-08-15T03:06:59Z,0,"Setiap yg dia katakan, dia bahkan gk bs jelasin dan kasih bukti konkret. Lucu bgt asli wkwkwk"
@haykalardhana4983,2024-08-15T03:06:35Z,2024-08-15T03:06:35Z,0,next taping tugasin aja salah satu crew jadi yg jaga continuity pergerakan caturnya Bang haha
@rianjatiawang740,2024-08-15T03:00:03Z,2024-08-15T03:00:03Z,0,&quot;evan dimas juga punya leadership&quot; HAHAHAHHAHAHAHAHAHAHAHAHAHAHHAHAHA
@jeff8949,2024-08-15T02:49:42Z,2024-08-15T02:49:42Z,0,"Ya wajar klo 38 provinsi milih kaesang jd ketum, wong pertanyaannya &quot;lu setuju gak kaesang jadi ketum?&quot; Pertanyaan yg memaksa utk bilang IYA, sebenernya ada gak pilihan lain selain kaesang yg menjadi kandidat ketum? <br><br>Bang pandji sering sekali nanya tentang pencalonan marshel, tentang gerindra knp memilih marshel, tp sayangnya pertanyaan ini gak muncul ketika skakmat bersama mba saraswati, padahal dia pst bisa menjawab krn dia org ring 1 gerindra."
@saroinsongdarampalo2229,2024-08-15T02:49:13Z,2024-08-15T02:49:13Z,0,sampai bagian &quot;temen main FIFA&quot; yang nonton langsung keselek
@RoyyanFadli-gn6jq,2024-08-15T02:39:36Z,2024-08-15T02:39:36Z,0,I&#39;m sorry but this is so painful to watch
@hardwired89,2024-08-15T02:09:28Z,2024-08-15T02:09:28Z,0,"&quot;Elu gak apa apa bro, bentar lagi gue ditegor&quot; 🥲"
@ksatriakelam,2024-08-15T01:56:55Z,2024-08-15T01:56:55Z,0,Tai lah PSI
@deninopriyanto181,2024-08-15T01:46:00Z,2024-08-15T01:46:00Z,0,Buat Partai bang Panji.. Ntr gw ikut
@rivalditirta2117,2024-08-15T01:42:41Z,2024-08-15T01:42:41Z,0,Gw bingung dah uki berbelit banget jelasin jokowi minta maaf. Lu tau jokowi banyak salah terus ku puterin dulu ke proyek yg jokowi jalanin biar gk terlalu kliatan salah kah.
@yudhaprawira1844,2024-08-15T01:33:28Z,2024-08-15T01:33:28Z,0,Ini semua pertanyaan nya gak terjawab.. Bang panji pinter banget untuk ngorek&quot; Kwalitas... 😂😂😂
@DarthVadeerr,2024-08-15T01:31:12Z,2024-08-15T01:31:12Z,0,"Dari awal PSI berdiri gua malah sama sekali gak tertarik, karna gua yakin ujung2nya akan sama dengan partai lain. Kok bisa ada orang yg bisa yakin PSI bakal berbeda? Itu aja udah lucu buat gua wkwkwkwk."
@hendrowijonarko8635,2024-08-15T01:15:01Z,2024-08-15T01:15:01Z,2,"TOMBOL PANDJI DISURUH MASUK PSI -----------&gt; <a href=""https://www.youtube.com/watch?v=VMxBtbkueZ8&amp;t=1417"">23:37</a>"
@fahmi.agustian,2024-08-15T01:14:14Z,2024-08-15T01:14:14Z,0,"<a href=""https://www.youtube.com/watch?v=VMxBtbkueZ8&amp;t=3120"">52:00</a>,, Uki yg nggak lu punya itu NARASI. 😂😂😂😂😂"
@Sasasia88,2024-08-15T01:01:33Z,2024-08-15T01:01:33Z,1,Kok kuat ya panji ngobrol sama org yg suka muter2. Kalo gue ga tahan pengen nampol
@isitme3454,2024-08-15T01:00:55Z,2024-08-15T01:00:55Z,0,"Mas Uki lulusan Political Science, sulit dalam &quot;belok belok&quot; belain Pak Ketum wkwkkw..<br>Btw, Mas Pandji salah dalam menganalogikan Impostor Syndrome hihi, Karena justru kan bagi dia Kaesang ga kompeten"
@ahmadmutohar5647,2024-08-15T00:53:24Z,2024-08-15T00:53:24Z,0,12 menit udah ngga kuat 😢
@tangguhtenggara8383,2024-08-15T00:36:29Z,2024-08-15T00:36:29Z,0,YAH ARGUMEN LU SAMPAH BROOO
@fathurgunawan_,2024-08-15T00:36:24Z,2024-08-15T00:36:24Z,1,Downgrade banget dari episode minggu lalu bang 😅
@mochamadyuniarrahman7907,2024-08-15T00:35:54Z,2024-08-15T00:35:54Z,0,"Dri pertanyaan yg disampaikan, jawabannya ga ada isinya sih , kebanyakan ngeles dengan gimmick² 😅"
